energy,danceability,liveness,valence,acousticness,speechiness,track_name,artist_name,rating
0.0653,0.421,0.11,0.11,0.907,0.0641,"St. Matthew Passion, BWV 244, Pt. 1: No. 26, Und er kam und fand sie aber schlafend",Johann Sebastian Bach,-1
0.1969999999999999,0.762,0.0936,0.121,0.0215,0.246,Sauce Game Crazy,Boofboiicy,-1
0.894,0.481,0.191,0.562,0.00602,0.0415,James Dean - Remastered,Eagles,-1
0.7959999999999999,0.705,0.0715,0.7859999999999999,0.0264,0.287,Party Goin Dumb,Rico Nasty,-1
0.631,0.75,0.3379999999999999,0.37,0.1639999999999999,0.0647,Que Rico,Yandar & Yostin,-1
0.594,0.784,0.1,0.645,0.158,0.0526,What You Will Find,Jawga Boyz,-1
0.873,0.485,0.0966,0.5529999999999999,0.000421,0.0461,Their Thrones Become Electric Chairs,Dan Romer,-1
0.848,0.594,0.083,0.529,0.00143,0.0622,She's So Mean - Radio Edit,Matchbox Twenty,-1
0.5379999999999999,0.6409999999999999,0.156,0.357,0.134,0.266,Background,MNEK,-1
0.3929999999999999,0.608,0.1989999999999999,0.594,0.2,0.0318,Gurdy's Green,Patty Gurdy,-1
0.4629999999999999,0.725,0.1,0.0396,0.856,0.0583,21 Questions,Huez,-1
0.5760000000000001,0.552,0.355,0.155,6.979999999999999e-05,0.0458,All In (ASOT 902),Fatum,-1
0.7809999999999999,0.628,0.321,0.903,0.242,0.0293,Dixie Avenue,Old Crow Medicine Show,-1
0.634,0.733,0.107,0.2319999999999999,0.389,0.0583,Different Man,Sam Mitchell,-1
0.96,0.406,0.0954,0.5329999999999999,0.0106,0.288,Breaking the Mold,Gutter Souls,-1
0.119,0.198,0.0762,0.0368,0.993,0.0411,"Evening Canticles, The St. Pancras Service: II. Nunc Dimittis",Gregory Rose,-1
0.948,0.6659999999999999,0.76,0.418,0.0345,0.0558,Ko Ko Bop - Live,EXO,-1
0.176,0.195,0.375,0.0802,0.877,0.036,Pictures at an Exhibition : X. The Great Gate of Kiev (Orch. Ravel),Modest Mussorgsky,-1
0.764,0.637,0.193,0.8290000000000001,0.0193,0.317,Flavor for Real,Dante Greer,-1
0.395,0.596,0.103,0.2289999999999999,0.00924,0.0331,Separate Souls,Antonio Spaziani,-1
0.971,0.184,0.382,0.285,0.081,0.179,For Now,DMA'S,-1
0.265,0.433,0.102,0.246,0.971,0.0433,Just Like Me,Summer Walker,-1
0.861,0.46,0.312,0.144,0.0436,0.0422,Surrender,Paloma Faith,-1
0.0545,0.607,0.191,0.605,0.7929999999999999,0.442,The Frogs Asking for a King,Samson Oxmoor,-1
0.446,0.7340000000000001,0.109,0.311,0.0289,0.344,Show and Prove,Johnny Maxwell,-1
0.7559999999999999,0.613,0.3289999999999999,0.875,0.0738,0.12,Si Ya No Te Vuelvo a Ver - En vivo,El Nuevo Ejemplo,-1
0.367,0.695,0.392,0.482,0.304,0.358,Buy It,Jemard,-1
0.456,0.777,0.0682,0.272,0.136,0.411,Uyat Emes,Truwer,-1
0.7759999999999999,0.6809999999999999,0.0989,0.297,0.00503,0.0433,Sledgehammer,Fifth Harmony,-1
0.799,0.659,0.113,0.906,0.3279999999999999,0.186,F the Haters,Tito Torbellino Jr,-1
0.767,0.506,0.154,0.499,0.6579999999999999,0.473,Solo,El Sica,-1
0.6940000000000001,0.285,0.374,0.163,0.511,0.0482,Take You Down,Illenium,-1
0.238,0.249,0.6890000000000001,0.312,0.988,0.057,"Piano Concerto No. 18 in B-Flat Major, K. 456: III. Allegro vivace (Live)",Wolfgang Amadeus Mozart,-1
0.159,0.625,0.0549,0.3,0.8440000000000001,0.0847,Hardest Shit (Unplugged),Frank Fields,-1
0.502,0.933,0.477,0.917,0.667,0.0676,Jameel's Space Ride (Chopnotslop Remix),Thundercat,-1
0.7859999999999999,0.785,0.14,0.92,0.00592,0.0461,Freak Freely,Hanni El Khatib,-1
0.76,0.556,0.2,0.6579999999999999,0.7929999999999999,0.0461,Whiskey In the Jar,The Dubliners,-1
